,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Avg counts in Cre-,Avg counts in Cre+
Zmiz2,438.6095867,-0.519706379,0.171219917,-3.035314986,0.002402846,0.103440307,283.8,900.8
4932438A13Rik,998.5097163,0.541813263,0.178840559,3.029588289,0.002448873,0.10477892,812.7,1422.6
Lmna,243.4271763,1.022148836,0.337286842,3.030503145,0.002441466,0.10477892,281.5,279.4
Clec2d,75.91475951,1.621956107,0.535635951,3.028094182,0.002461014,0.104978319,57.8,66
Gm5857,5.630431885,-3.603518571,1.191384791,-3.024647114,0.002489234,0.105860324,0.6,18.4
Impa1,249.6468845,-0.69537696,0.230338583,-3.018933916,0.002536659,0.107510614,157.3,542.9
Nbn,57.90648898,1.826399271,0.605141793,3.018134414,0.002543361,0.107510614,57.7,47.7
Cenpa,624.2585733,-0.514471909,0.170601277,-3.015639269,0.002564381,0.107750087,395.5,1299.5
Uhrf2,970.8713577,-0.746453412,0.247461752,-3.016439533,0.002557622,0.107750087,551.8,2136.9
Chd3,657.5107833,0.434877732,0.14432674,3.013147326,0.002585534,0.108314565,551.6,978.7
Gm12912,7.581290756,-2.464861223,0.818407874,-3.011776038,0.002597241,0.108481209,2,22.2
Fam241a,147.1170304,1.145877996,0.38068773,3.010020826,0.002612298,0.108786311,144.6,163.7
Sidt1,304.4245693,0.913931834,0.303867668,3.00766396,0.002632641,0.10921545,305.1,379
Sike1,252.881925,0.94683756,0.314875024,3.007026559,0.002638167,0.10921545,213.7,307.1
Tmem170,12.30835083,-2.796442547,0.930457162,-3.005450075,0.002651881,0.109460299,3.3,39
Gls,844.7042581,0.596421407,0.198619188,3.002838821,0.00267474,0.110080082,687.4,1209
Trpm6,6.166489209,6.864260817,2.287648176,3.00057539,0.0026947,0.110577267,7.6,0
Ash1l,697.9601855,0.487458244,0.162777004,2.994638251,0.002747705,0.112423593,584.6,1033.9
Pde11a,6.887397766,-4.131090134,1.381464398,-2.990370321,0.002786394,0.113675161,0.8,20.7
Lypd6b,24.09572623,3.68789182,1.234763212,2.98671987,0.00281988,0.114707807,20.3,6
Hsp90aa1,638.0480946,0.747916064,0.250910942,2.980802906,0.002874938,0.116609463,547.4,844.4
Arl6ip1,2784.667283,-0.379016148,0.127200276,-2.979680238,0.002885494,0.116700362,1714.2,5624.7
Coa5,255.9294046,-0.782672505,0.262834579,-2.977814061,0.00290312,0.117075841,154.4,569.1
Smc4,1811.667234,0.466278727,0.156678389,2.976024522,0.002920115,0.117423769,1438,2697.3
Gm37850,6.020400324,-4.49349843,1.511477785,-2.972917284,0.002949839,0.11828013,0.3,21.3
Hnrnpab,381.0734135,0.465164386,0.156587631,2.970633014,0.002971867,0.11882387,324,576
Hspd1,273.8977566,0.73775345,0.24863465,2.967218976,0.003005069,0.119810033,245,358.2
Rabggtb,219.2006101,0.701015228,0.236334383,2.966200762,0.003015036,0.1198669,206,292
Epha3,6.366705888,-5.495641451,1.855232687,-2.96223837,0.003054112,0.120992711,0,23.2
Klrk1,1083.490631,0.595497516,0.2010739,2.961585346,0.003060597,0.120992711,927,1488.1
Pfdn5,763.8994091,-0.514226629,0.173790197,-2.958893178,0.003087461,0.121201811,505.6,1581.6
Rel,652.4085705,0.828490587,0.279977386,2.959133951,0.00308505,0.121201811,549,816.3
Rnf145,353.2803435,-0.638517678,0.215827656,-2.958460881,0.003091795,0.121201811,219.7,760.1
Mrps33,16.37857127,-2.208453781,0.74861386,-2.950057296,0.00317715,0.123512808,5.9,45.8
Ppp6r2,170.3626883,-0.679948199,0.230434018,-2.95072839,0.003170256,0.123512808,106.7,371.7
Xrn2,943.0840048,0.57741806,0.195634948,2.951507719,0.003162266,0.123512808,824.3,1334
Gm10719,18.26832019,2.605952281,0.884132729,2.947467271,0.003203887,0.124125172,15.1,10.2
Ino80d,353.5791347,0.703569762,0.238755524,2.946820875,0.003210591,0.124125172,306.6,512.4
Rxra,49.73916911,1.290299793,0.438176483,2.944703433,0.003232644,0.124634394,49,50.8
Tpr,1801.49245,0.440270437,0.149623118,2.942529492,0.003255428,0.124826976,1427,2700.2
Trim8,324.6378939,-0.817998383,0.277918393,-2.943304234,0.003247291,0.124826976,196.4,733.2
Nupl2,14.4473242,-2.79905812,0.951951725,-2.940336203,0.003278563,0.125030848,2.9,45.6
Slc16a13,6.566419494,-5.54006877,1.884128238,-2.940388375,0.003278011,0.125030848,0,23.6
Nbeal2,518.3976152,-0.524345876,0.17866441,-2.934808769,0.003337533,0.126934795,316.5,1076.8
Abl2,179.4875079,0.877322717,0.299344878,2.930809186,0.003380804,0.127588568,160.1,233.6
Snrnp70,2495.611383,-0.316003453,0.107825264,-2.930699544,0.003381997,0.127588568,1765.5,4900
Zfyve9,17.16342495,4.220486036,1.439632675,2.931640903,0.003371764,0.127588568,32.7,3
Gm8129,5.923823552,-3.297170016,1.126022659,-2.928156011,0.003409789,0.12829217,0.9,18.4
Hmgb1-ps9,4.857294427,4.786864279,1.636218551,2.925565339,0.00343831,0.1286753,4.3,0.6
Zfp622,317.4916029,0.487838804,0.166741759,2.925714642,0.00343666,0.1286753,290.3,464
Rps19-ps10,4.940726416,4.225328394,1.444711029,2.924687574,0.003448022,0.12869559,11.9,0.9
Ikzf4,342.7895508,-0.923513494,0.316408643,-2.918736623,0.00351453,0.130830021,185.4,810.1
Stim1,606.4866466,0.596622277,0.204770367,2.913616292,0.003572687,0.132643109,478.3,870.7
Actr3b,4.773310542,-5.078511683,1.746391464,-2.908003037,0.003637448,0.133633366,0,16.1
Glo1,87.09488637,1.0632841,0.365551273,2.908713985,0.003629187,0.133633366,79.6,99.3
Gm31513,7.234190223,5.85902297,2.013202763,2.910299488,0.003610826,0.133633366,6,0.4
Zfyve28,9.124270382,-3.280539238,1.128015826,-2.908238664,0.003634708,0.133633366,1.9,27.4
Atp8b4,944.0578102,0.56060393,0.193087497,2.903367323,0.003691734,0.13421103,782.8,1372.5
Gk5,6.249702394,-5.192021271,1.787772485,-2.904184573,0.00368211,0.13421103,0.1,20.6
Gm48771,7.039170237,4.710770273,1.624761565,2.899360973,0.003739241,0.13421103,7,1.1
Gm49888,15.21979171,4.639468974,1.599325084,2.90089177,0.003721024,0.13421103,14.8,2.2
Ifitm2,107.5852701,1.171305043,0.403953003,2.899607214,0.003736305,0.13421103,133,116.5
Mzt2,28.94301147,-1.848049591,0.63607088,-2.90541455,0.00366767,0.13421103,12,78.7
Nsd3,1385.63083,0.396980675,0.136828892,2.901292766,0.003716265,0.13421103,1114.8,2153.2
Snw1,219.4658269,0.815868798,0.281262125,2.90074178,0.003722805,0.13421103,202.3,286.6
Tmem189,367.0599683,-0.499925106,0.172281851,-2.901786247,0.003710416,0.13421103,236.6,772
Fam189b,242.0837994,-0.615759573,0.212712535,-2.894796831,0.00379404,0.134818834,146.8,522.9
Gm42659,98.67183384,-1.391078295,0.480427487,-2.895501052,0.003785538,0.134818834,48.6,249.4
Hist1h4d,184.2479033,1.033378837,0.356848721,2.895845711,0.003781383,0.134818834,182.2,203.4
Twist1,7.486299354,7.139926891,2.466508672,2.89475037,0.003794602,0.134818834,11.2,0
Ap2b1,288.5205718,0.6523382,0.225439095,2.893633866,0.003808119,0.134957438,270.9,392.2
Nucks1,1044.398698,0.393556258,0.136215995,2.88920737,0.003862143,0.136527237,843.9,1614.3
Clptm1l,330.0068999,-0.896328992,0.310452462,-2.887169863,0.003887243,0.13706927,192.1,749.8
Rimkla,4.382334715,-4.612771548,1.598729644,-2.885273045,0.003910743,0.137552306,0.1,15.1
Arid1a,1099.726147,-0.394027864,0.136662551,-2.883217536,0.003936355,0.138107015,799.3,2224.3
Ccdc73,33.83677866,3.153939952,1.09528016,2.879573708,0.003982132,0.139269723,27.6,12.2
Gm17809,7.300248267,-5.015723568,1.742173638,-2.879003252,0.003989342,0.139269723,0.3,25.4
Itpa,53.76115921,-1.444320883,0.503462758,-2.868774025,0.004120661,0.143497157,26.6,140.1
Mdn1,307.0702414,0.748759717,0.261459995,2.863763987,0.004186398,0.144614179,293.9,402.3
Mphosph8,316.0407359,0.641884399,0.224245749,2.86241501,0.00420426,0.144614179,266.9,434.4
P3h3,7.119408983,7.07885194,2.471037491,2.864728668,0.004173667,0.144614179,18.8,6.1
Prrt1,155.0249768,-0.687519889,0.240167565,-2.862667528,0.004200911,0.144614179,89.8,332.6
Snrnp48,508.2553038,0.593429376,0.207279282,2.862945935,0.004197222,0.144614179,411.8,724
Cbx6,231.1967147,-0.804103707,0.281500313,-2.856493112,0.004283493,0.14680019,131,534.9
Dcn,178.8942205,2.293078856,0.802869245,2.856104988,0.004288733,0.14680019,376.1,107.2
D630033A02Rik,14.36713176,-3.527047366,1.235352528,-2.855093818,0.004302412,0.146910089,2.2,47.3
Ncbp2,141.4682168,0.863061479,0.302411564,2.853930143,0.004318203,0.147091395,118.8,181.8
Fam20c,7.065340327,6.476688783,2.270038259,2.853118778,0.004329244,0.147110425,20.8,0.2
Gm13039,5.462095155,-4.611239168,1.618650298,-2.848817421,0.004388206,0.148395364,0.2,17.2
Sh3bp5,111.4260885,1.378550857,0.483833639,2.849224911,0.004382589,0.148395364,110,109.6
Tmem67,12.02508205,-4.263207362,1.4971258,-2.847594613,0.0044051,0.148608583,1,38.7
Gm48673,26.49069933,2.850738379,1.001763453,2.845720086,0.004431113,0.149127663,27.4,12.4
Zfp428,4.534459897,5.829020744,2.05047839,2.842761364,0.004472454,0.150158911,6.9,0.2
Gm10284,4.321643718,-4.608074942,1.62151361,-2.841835502,0.004485463,0.150236244,0.1,13.1
Stbd1,4.227642055,5.735562327,2.021740112,2.836943429,0.004554768,0.152194324,8.5,0.2
Fam3c,351.6848617,-0.751852316,0.265266852,-2.834324416,0.004592269,0.153082893,219.2,776.3
Nedd4l,41.23238976,2.581694779,0.912258863,2.830002409,0.004654765,0.154798524,42.4,19.6
Rfx1,237.4485995,0.877243976,0.3103495,2.826632474,0.004704028,0.15606698,188.7,300.2
Amt,4.520123288,-4.999837376,1.769671899,-2.825290597,0.004723775,0.156294899,3.7,15.1
Gm44674,5.167500574,-5.194168389,1.839359455,-2.823900666,0.004744309,0.156294899,0,18.6
Rps15a-ps7,6.229193904,3.025391558,1.071069885,2.824644405,0.004733311,0.156294899,5.4,2.3
Slf2,210.1417651,0.697543441,0.247116495,2.822731195,0.004761648,0.156498742,185.7,288.7
Fcho2,375.5730956,0.541836545,0.192173891,2.819511763,0.004809677,0.157405757,341.9,552.2
Tnfrsf1b,946.8038672,-0.382372442,0.135622962,-2.819378345,0.004811677,0.157405757,610.7,1869.5
Map2,40.59449353,-2.298602944,0.816132802,-2.816457002,0.004855654,0.158475003,15.5,119.6
Ctdspl2,229.5190215,1.022609344,0.363777012,2.811088418,0.004937422,0.160769778,177.5,272.4
Sdad1,140.7264886,0.731838952,0.260667419,2.80755821,0.004991866,0.162166304,130.5,186.9
Gm5523,4.732063469,-2.651897828,0.945269651,-2.805440569,0.005024785,0.162858725,1,14.1
2900026A02Rik,259.3117846,-1.092367234,0.389582864,-2.803940662,0.005048219,0.163241273,117.3,611
Thg1l,21.76845686,-1.855894546,0.662329501,-2.802071392,0.005077564,0.163812707,9.3,62
Asb2,15.78555163,-3.602506139,1.286670546,-2.799866795,0.00511237,0.164557335,2.2,48.7
Gm36932,74.04503437,1.013474897,0.362238071,2.797814412,0.005144967,0.165227599,76.8,89
Bnip3,4.100318435,5.402779681,1.932246143,2.796113581,0.005172122,0.165310443,10.7,3.9
Gimap7,498.6888604,-0.835866322,0.299010459,-2.795441751,0.005182884,0.165310443,294.5,1133.3
Nrg4,5.931574311,-5.392375581,1.928714197,-2.795839628,0.005176508,0.165310443,0,19.4
Ccr2,441.320011,0.769908242,0.275701218,2.792545672,0.005229508,0.166419323,451.4,581.4
Ankrd29,10.36541427,-3.918760638,1.406606515,-2.785967927,0.005336815,0.169207077,1.9,34.8
Fbxw2,310.3099155,-0.568153542,0.203953582,-2.785700246,0.005341224,0.169207077,203.1,648.9
Birc6,1279.803768,0.422272282,0.151774053,2.782242906,0.005398462,0.170635165,1000.1,1947.8
Hexim2,4.092101037,-4.857601265,1.746671282,-2.781062078,0.005418138,0.17087223,0,14.4
Gm49521,5.899800627,6.508438921,2.342387171,2.778549594,0.005460218,0.17181322,9.8,0.1
Synpo,52.94341268,2.126674528,0.765917078,2.776638083,0.00549243,0.172440183,71.8,33.9
C230085N15Rik,294.7736783,0.833240961,0.300181113,2.775794093,0.005506707,0.172502517,274.3,374.5
Aff4,387.9178971,0.692982079,0.250293914,2.768673307,0.005628504,0.175925229,340,518.8
Fam204a,158.4053556,1.074721295,0.38858639,2.765720373,0.005679721,0.177131579,142.2,182.4
Cct5,602.9808925,0.372418754,0.134802442,2.76270035,0.005732537,0.177150759,544.2,918.1
Cyp2s1,12.51940172,5.690460969,2.060830016,2.761247131,0.005758109,0.177150759,15.7,0.8
Gm18113,5.27515807,-5.224025015,1.892548184,-2.76031282,0.005774604,0.177150759,0,19
Gm4945,3.44517204,4.123874505,1.494193655,2.759933085,0.00578132,0.177150759,8.7,0.6
Gm867,5.692687515,-5.332464689,1.932043026,-2.760013425,0.005779899,0.177150759,0,17.4
Gm8825,9.062725754,-2.975793924,1.07817487,-2.760029016,0.005779623,0.177150759,2.3,29.2
Npas4,6.57410028,-4.517737465,1.63462803,-2.76377095,0.005713763,0.177150759,0.5,22.9
Ociad2,32.68393882,-2.625861608,0.951345596,-2.76015532,0.005777389,0.177150759,6.4,99.6
Me2,350.8202007,0.482577583,0.175034249,2.757046603,0.005832604,0.177945134,310.9,508.7
Sp110,124.3493861,1.346776042,0.488441706,2.757291247,0.005828241,0.177945134,105.9,124.4
4930572G02Rik,24.78693985,1.683513681,0.611115407,2.754821203,0.005872422,0.178203572,19.6,19.8
Ago3,163.4356007,0.537321014,0.195666807,2.746102029,0.006030801,0.178203572,143.7,230.2
Cd164,1112.419393,-0.541255281,0.196622229,-2.752767488,0.005909385,0.178203572,736.9,2417.6
Cd69,1033.714591,0.650421018,0.236483099,2.750391131,0.005952417,0.178203572,824.5,1464.8
Daxx,343.5762202,0.712931415,0.259247507,2.750002971,0.005959472,0.178203572,324.3,474.3
Eif4ebp1,89.80324728,1.280994232,0.465522904,2.751731914,0.005928103,0.178203572,122.2,98.6
Gm37588,5.7104833,6.465218717,2.346034356,2.755807348,0.005854747,0.178203572,11.5,0.1
Gpr18,192.1324032,0.908348279,0.330218391,2.75075012,0.005945898,0.178203572,191.7,242.6
Klf7,210.9868827,0.8990857,0.327121096,2.74847973,0.005987234,0.178203572,254.1,270.2
Mia2,284.5309503,0.694512735,0.252658079,2.748824569,0.005980939,0.178203572,236.6,380.1
Nhsl1,5.750463224,6.474263978,2.354261455,2.750019105,0.005959179,0.178203572,11.6,0.1
Prkar1a,2003.900684,-0.30945259,0.112410229,-2.752886398,0.005907239,0.178203572,1432.8,3971.8
Tox2,40.61626524,-2.320783379,0.844884091,-2.746865995,0.006016771,0.178203572,9.6,124.4
Usp54,9.223635664,-2.990124337,1.08887739,-2.746061554,0.006031545,0.178203572,2.7,29
Zfp74,62.42116757,1.846325525,0.67222437,2.746591179,0.006021814,0.178203572,65.9,50.9
Slc25a40,170.679076,0.86113487,0.313679554,2.745269367,0.006046125,0.178259067,137.3,210.9
Stat1,1729.193562,-0.299240366,0.109196871,-2.740374919,0.006136914,0.180556489,1146.9,3377.5
Tmem175,35.02715779,-1.947940162,0.711248397,-2.738762113,0.006167098,0.181064962,13.9,99.5
Ccr9,79.98963173,1.220221391,0.446478866,2.732988016,0.006276262,0.183885292,76.9,86.4
Cul3,447.2657978,0.594946261,0.21800632,2.729032177,0.006352051,0.18533197,371.7,626.3
Pes1,140.3448914,0.945029767,0.346229312,2.729490933,0.006343219,0.18533197,138.9,171.3
Nsg2,81.49653268,1.048372452,0.384552328,2.72621533,0.006406519,0.186533372,88,92.7
Gm39197,4.166525782,-3.619920743,1.329385996,-2.723002014,0.006469166,0.187357691,0.5,12
Gm44704,7.186872246,-4.51788518,1.659275586,-2.722805794,0.00647301,0.187357691,0.3,24.1
Klk1b27,4.516286896,6.115526955,2.246117397,2.722710293,0.006474881,0.187357691,6.6,4.6
Smpdl3b,93.2412191,-1.319758526,0.485062399,-2.720801549,0.006512384,0.188055151,39.9,243.7
Aplp1,81.72299947,-1.311683265,0.48239719,-2.719093918,0.006546102,0.188628045,40.5,205.6
B4galnt4,43.33357153,-2.326802214,0.85606203,-2.718029924,0.00656719,0.188628045,12,120.1
Casp3,494.8093622,-0.443977424,0.163402165,-2.7170841,0.006585987,0.188628045,356.4,1006.6
Pacs2,139.4077519,0.813905732,0.29953895,2.71719498,0.006583781,0.188628045,145.8,182.7
Crybg1,325.7047205,0.538282074,0.198351733,2.713775501,0.006652123,0.1894393,279.1,469.2
Dgkz,519.7359522,-0.57082844,0.210394658,-2.713131807,0.006665059,0.1894393,329.1,1082.7
Gm6316,3.053592354,3.812840637,1.404750873,2.714246854,0.006642665,0.1894393,6.9,0.7
Klhl24,327.6302471,0.674903917,0.248769364,2.712970385,0.006668307,0.1894393,256.7,442.5
Arpc5,1183.117198,-0.336464046,0.124111208,-2.710988414,0.006708297,0.189806936,799,2347.7
Ccdc74a,4.942215946,6.545820152,2.41441105,2.711145707,0.006705115,0.189806936,6.8,0
St8sia1,39.50176097,2.013228298,0.742818521,2.710255927,0.006723131,0.189843903,36.2,27.5
AA465934,39.18340811,2.324999155,0.858639296,2.707771663,0.006773661,0.190123111,34.7,24.2
D930048N14Rik,10.17734952,-3.578823867,1.321553272,-2.708043589,0.006768113,0.190123111,0.8,29.3
Gm49417,68.02370474,1.899207306,0.701284009,2.708185675,0.006765216,0.190123111,64.5,49.8
