"Gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"CreN"	"CreP"	"1"	"2"
"8660"	"Ankrd12"	1323.266212	0.097012948	0.181356134	0.534930612	0.59269784	0.960388117	953.3	2247.5	0.000201604581868797	1.00015040023961
"8661"	"Pqlc2"	39.6530025	0.44061183	0.823673771	0.53493488	0.592694888	0.960388117	39.5	58.7	0.000201604776013165	1.00015040034339
"8662"	"Adarb1"	2.356355257	1.559799935	2.920816729	0.534028691	0.593321684	0.960392353	7.4	5.7	0.955548142616705	0.043402283314598
"8663"	"Cog8"	96.09484285	0.239800924	0.448864084	0.534239501	0.593175843	0.960392353	73	158.1	0.000201604581390014	1.00015040023903
"8664"	"Cops6"	227.7943176	0.110251048	0.206340965	0.534314881	0.593123699	0.960392353	194.5	390.4	0.000201604581868797	1.00015040023961
"8665"	"Egr1"	774.6030706	-0.133362674	0.249588531	-0.534330136	0.593113146	0.960392353	571.8	1467.6	0.000201604581868797	1.00015040023961
"8666"	"Ipo13"	50.51470991	0.351981266	0.659206139	0.533947191	0.593378071	0.960392353	37.1	82.8	0.000201603375472426	1.00015039896421
"8667"	"Ntrk3"	33.38026888	0.42960621	0.804600206	0.533937485	0.593384786	0.960392353	27.6	49.7	0.000201602971055259	1.00015039854111
"8668"	"Txndc16"	113.5844872	0.320853584	0.600539469	0.534275599	0.593150872	0.960392353	89	179.8	0.000201604581812787	1.00015040023954
"8669"	"Ube4bos2"	3.822903931	-1.495849631	2.799684406	-0.534292232	0.593139366	0.960392353	2.2	10.9	0.00020160281380005	1.00015039832637
"8670"	"Wdr19"	11.38711585	0.769316417	1.440318515	0.534129368	0.593252033	0.960392353	10.4	13.5	0.000202191744212932	1.00015050662783
"8671"	"Zdhhc23"	24.77665954	-0.546868506	1.02294122	-0.534604037	0.592923692	0.960392353	16.2	52.4	0.000201604500918662	1.00015040014293
"8672"	"Klre1"	407.8361932	-0.189978916	0.355903293	-0.533793647	0.59348431	0.960442667	329.6	756.9	0.000201604581868797	1.00015040023961
"8673"	"Ankrd13b"	13.76810693	0.777125745	1.456234466	0.533654273	0.593580751	0.960447565	11.1	14.2	0.000203437609654245	1.00015067592196
"8674"	"Bcl2a1b"	333.0695373	0.133235017	0.249924189	0.53310173	0.593963161	0.960447565	264.4	542.3	0.000201604581868797	1.00015040023961
"8675"	"Dubr"	63.80982899	0.34093553	0.639537447	0.533097056	0.593966397	0.960447565	54.5	98.7	0.000201604580134851	1.0001504002375
"8676"	"Kin"	132.8647169	0.168103617	0.315171133	0.533372506	0.593775746	0.960447565	100.5	214.1	0.000201604581855974	1.00015040023959
"8677"	"Pias4"	156.3739394	-0.22900793	0.42955706	-0.533125751	0.593946534	0.960447565	126.6	313.7	0.000201604581868797	1.00015040023961
"8678"	"Tmed2"	159.5425384	-0.220626879	0.413586718	-0.533447689	0.593723713	0.960447565	145.4	313.3	0.000201604581868797	1.00015040023961
"8679"	"Tssc4"	44.02333953	-0.331324742	0.621317198	-0.533261824	0.593852351	0.960447565	43	90.7	0.000201604581871351	1.00015040023961
"8680"	"Slc16a11"	79.96971137	-0.474479864	0.890367901	-0.532903155	0.594100621	0.960553931	53.3	159.1	0.000201604581853032	1.00015040023959
"8681"	"Gm45853"	2.206339525	-1.566420176	2.94054832	-0.532696628	0.5942436	0.960563774	8	7.5	0.000201613519168697	1.00015040359759
"8682"	"Gm49125"	20.81445711	-0.544316757	1.021793802	-0.532707045	0.594236389	0.960563774	12.1	44	0.000201603948081996	1.00015039952923
"8683"	"Cant1"	169.5409088	0.18986013	0.356892433	0.531981383	0.59473889	0.960621625	156.2	267.9	0.000201604581868797	1.00015040023961
"8684"	"Dll1"	2.911780973	1.395549374	2.621502863	0.532347073	0.594485635	0.960621625	4.5	3	0.955549522365508	0.0434029053002036
"8685"	"Grap2"	1491.150364	-0.080583367	0.151458217	-0.53205015	0.594691262	0.960621625	1040.4	2725.5	0.000201604581868797	1.00015040023961
"8686"	"Rad23a"	31.26689696	-0.283484857	0.532875701	-0.531990587	0.594732515	0.960621625	22.6	62.2	0.000201604576574754	1.00015040023317
"8687"	"Upf1"	249.639696	-0.213066689	0.400536668	-0.531953017	0.594758536	0.960621625	191.3	476.7	0.000201604581868797	1.00015040023961
"8688"	"Usp22"	95.8403851	0.268562257	0.504489535	0.532344554	0.594487379	0.960621625	80	153.1	0.000201604581867187	1.0001504002396
"8689"	"Zfp655"	84.9982738	-0.314065906	0.590148712	-0.532180956	0.594600671	0.960621625	54.7	167.9	0.000201604581817838	1.00015040023954
"8690"	"Hist1h3c"	3.901351151	1.346973996	2.534158424	0.531527146	0.595053535	0.96065585	7.6	11.7	0.000201735513228829	1.00015045398476
"8691"	"Ipmk"	78.1830479	-0.38124181	0.716944462	-0.531759195	0.594892787	0.96065585	58.9	153.4	0.000201604581868797	1.00015040023961
"8692"	"Nup210l"	18.13728593	0.850900977	1.600268993	0.531723717	0.594917363	0.96065585	16.5	19.7	0.000202481339367122	1.00015050133097
"8693"	"Stk3"	47.68738045	-0.462382788	0.869858588	-0.53156087	0.595030172	0.96065585	46.1	94.9	0.000201604581869852	1.00015040023961
"8694"	"Mis18a"	81.90535709	0.259087894	0.487593008	0.531360971	0.595168662	0.960731194	69.5	130	0.000201604581856196	1.00015040023959
"8695"	"C3ar1"	76.63956915	0.465792975	0.877138637	0.531036891	0.595393215	0.960821871	96	98.7	0.000201623681066576	1.00015041435435
"8696"	"Itih5"	131.609753	-0.247343644	0.465821732	-0.530983479	0.595430228	0.960821871	83.3	243.3	0.000201604581763937	1.00015040023948
"8697"	"Mr1"	43.2526997	-0.311014792	0.585722882	-0.530993071	0.595423581	0.960821871	32.5	83	0.000201604581541281	1.00015040023921
"8698"	"5430405H02Rik"	81.09819367	-0.327618164	0.61913145	-0.529157683	0.596696069	0.960823321	50.3	157.1	0.000201604579960046	1.00015040023731
"8699"	"9330175E14Rik"	100.8411074	0.194696619	0.368171125	0.528820991	0.596929635	0.960823321	71	167.9	0.000201604554906532	1.00015040020724
"8700"	"Atxn7l2"	25.00375832	-0.493025502	0.932678413	-0.528612537	0.597074261	0.960823321	13.5	53.1	0.000201603770987491	1.00015039934815
"8701"	"Brd8"	454.5228058	0.127567188	0.240810765	0.52974039	0.59629194	0.960823321	365.7	774.1	0.000201604581868797	1.00015040023961
"8702"	"Bst2"	73.08809548	0.287992568	0.543693738	0.529696312	0.596322506	0.960823321	68.9	120.4	0.000201604581870685	1.00015040023961
"8703"	"Cd96"	385.9352962	0.112046033	0.211181651	0.530567085	0.59571881	0.960823321	275.5	669.7	0.000201604581868797	1.00015040023961
"8704"	"Clpx"	69.93330139	0.360200578	0.680174832	0.529570578	0.596409698	0.960823321	63.3	108.4	0.00020160458187235	1.0001504002396
"8705"	"Evi2a"	175.8963623	0.1864926	0.352736019	0.528703024	0.597011479	0.960823321	154.9	299.3	0.000201604581868797	1.00015040023961
"8706"	"Gba"	244.0939827	0.12109917	0.22906762	0.528661233	0.597040475	0.960823321	211.8	409	0.000201604581868797	1.00015040023961
"8707"	"Gm13562"	6.326592743	1.281556177	2.424044213	0.528685149	0.597023881	0.960823321	5.4	6.2	0.955544640917949	0.0434007244631127
"8708"	"Gm20900"	4.072676412	-0.590325586	1.11384916	-0.52998701	0.596120938	0.960823321	3.4	8.4	0.000201611020891168	1.00015040243626
"8709"	"Herpud2"	174.4700536	0.181443865	0.342068383	0.530431556	0.595812752	0.960823321	127.7	303	0.000201604581868797	1.00015040023961
"8710"	"Hnrnpm"	1124.056214	-0.057494976	0.108562207	-0.529603976	0.596386537	0.960823321	858.1	2062	0.000201604581868797	1.00015040023961
"8711"	"Kifc1"	6.319578954	-1.066798767	2.011799514	-0.530270914	0.59592411	0.960823321	4.7	16.6	0.000201603694467922	1.00015039914028
"8712"	"Lamtor1"	226.7027338	-0.136162792	0.256834994	-0.530156697	0.596003292	0.960823321	179	408.9	0.000201604581868797	1.00015040023961
"8713"	"Med18"	20.15241274	-0.585690207	1.106212366	-0.529455487	0.596489515	0.960823321	11.9	41.4	0.000201603723871013	1.00015039929994
"8714"	"Mfsd8"	88.67125196	-0.300815137	0.567373298	-0.530189098	0.595980829	0.960823321	59.3	170.1	0.000201604581850645	1.00015040023958
"8715"	"Rabl6"	165.4312271	-0.157109324	0.297034065	-0.528926956	0.596856122	0.960823321	135.7	308.2	0.000201604581868797	1.00015040023961
"8716"	"Rps11"	1783.652555	0.085449084	0.161471335	0.529190421	0.596673361	0.960823321	1485.9	3018.4	0.000201604581868797	1.00015040023961
"8717"	"S100a2"	5.297986904	1.536772562	2.901394916	0.5296668	0.59634297	0.960823321	7.6	9.1	0.000427129011570715	1.00016627100062
"8718"	"Tsen34"	35.04025741	-0.458689451	0.866055653	-0.529630457	0.596368173	0.960823321	29.1	75.1	0.000201604581863302	1.0001504002396
"8719"	"Vcpkmt"	36.15825577	-0.344022223	0.650381944	-0.528954142	0.596837262	0.960823321	17.3	72.2	0.000201602636546727	1.00015039830928
"8720"	"Wnk4"	9.115219188	-0.92792997	1.748084418	-0.53082675	0.595538841	0.960823321	7.9	22.9	0.000201604514239617	1.00015040008642
"8721"	"Zfp523"	58.05616907	-0.342562093	0.646703859	-0.529704729	0.596316668	0.960823321	43.7	115.8	0.000201604581866743	1.0001504002396
"8722"	"6430571L13Rik"	7.759676985	-0.855139224	1.618798611	-0.528255472	0.597322033	0.960873897	7.5	17.3	0.000201605013254058	1.00015040026734
"8723"	"Bpgm"	47.02582886	0.384748349	0.728585741	0.528075595	0.597446869	0.960873897	45.6	74.4	0.000201604588630833	1.00015040024319
"8724"	"Gm17764"	22.04057123	0.698819014	1.323335582	0.528073925	0.597448028	0.960873897	16.1	29.3	0.00020160526585139	1.0001503991572
"8725"	"Gm47558"	18.21420139	-0.642993041	1.217027059	-0.528330933	0.597269666	0.960873897	20.7	38.4	0.000201604635190866	1.00015040026865
"8726"	"Tmco1"	186.9192822	-0.214667297	0.406330985	-0.52830649	0.597286628	0.960873897	162.3	347.8	0.000201604581868797	1.00015040023961
"8727"	"Afg3l2"	232.1187303	-0.207412704	0.393061369	-0.527685292	0.597717783	0.961094955	158.1	437.7	0.000201604581868797	1.00015040023961
"8728"	"Gm16106"	4.390786565	0.73100544	1.385582352	0.527579929	0.597790926	0.961094955	4.5	5.7	0.000213846010018004	1.00015242983405
"8729"	"Gm49794"	3.506174337	-1.224111847	2.319816663	-0.527676116	0.597724153	0.961094955	2.4	8.7	0.000201603736406986	1.0001503986996
"8730"	"Eif6"	245.2802648	-0.159493037	0.302389834	-0.527441797	0.597886825	0.961100111	197.5	455	0.000201604581868797	1.00015040023961
"8731"	"Glt8d1"	34.41738539	-0.497335226	0.943110457	-0.527335078	0.597960919	0.961100111	35.7	70.4	0.00020160458202978	1.00015040023969
"8732"	"Runx2os1"	15.20376234	0.615191353	1.166727478	0.52727939	0.597999584	0.961100111	14	19.7	0.000201683330456948	1.00015043495915
"8733"	"Zfp703"	98.86137345	0.284951299	0.540603311	0.527098693	0.598125054	0.961191688	85.3	148.5	0.000201604581867243	1.0001504002396
"8734"	"Eif3l"	357.3761481	0.128608205	0.244135661	0.526789919	0.598339484	0.961426187	322	595.2	0.000201604581868797	1.00015040023961
"8735"	"Chic1"	39.09482615	0.376698071	0.715271723	0.526650305	0.598436452	0.961471913	24.7	59	0.000201602395149769	1.00015039810658
"8736"	"Jag1"	22.76994291	0.657922316	1.250164213	0.526268717	0.598701515	0.961787668	29.3	31.3	0.000201923405100723	1.00015055039291
"8737"	"Nacc2"	10.09162051	-1.002901044	1.906286326	-0.526101998	0.598817341	0.961863633	9.5	19.9	0.000201604590785276	1.00015039999423
"8738"	"Exosc5"	97.56367276	0.2359562	0.448771945	0.525781977	0.599039699	0.96190297	86.2	155.2	0.000201604581868686	1.00015040023961
"8739"	"Gadd45g"	46.68897715	0.335070227	0.63782241	0.525334673	0.599350558	0.96190297	43.6	71.9	0.000201604589644688	1.00015040024295
"8740"	"Gm44167"	9.651537477	-1.010139481	1.923780266	-0.525080488	0.59952724	0.96190297	3.3	23.1	0.000201602497031328	1.00015039818212
"8741"	"L3mbtl3"	186.1863007	-0.159245459	0.303135823	-0.525327088	0.59935583	0.96190297	111.7	345.1	0.00020160458149765	1.00015040023916
"8742"	"Pnpo"	37.53604074	0.32034932	0.61007488	0.525098362	0.599514815	0.96190297	36.6	60.8	0.000201604626159202	1.000150400263
"8743"	"Taldo1"	498.9456337	-0.109667233	0.208701309	-0.525474583	0.599253318	0.96190297	415.5	908.2	0.000201604581868797	1.00015040023961
"8744"	"Tmem217"	12.51322567	0.726012779	1.381390984	0.525566467	0.599189461	0.96190297	14.9	17.4	0.000202021110452311	1.00015051026716
"8745"	"Trbv13-2"	4.914527197	-1.169277293	2.226214321	-0.525231233	0.599422455	0.96190297	3.4	12.7	0.000201603277459717	1.00015039864134
"8746"	"Zfp113"	44.59589943	-0.452776469	0.861408027	-0.525623694	0.599149691	0.96190297	24.2	98.9	0.000201604538345113	1.00015040018746
"8747"	"Zfp12"	46.66898773	0.384438404	0.731554577	0.52550885	0.599229503	0.96190297	48.3	77.8	0.000201604586692217	1.00015040024223
"8748"	"Chrnb1"	12.4878598	0.701665868	1.338484285	0.524224211	0.600122603	0.961918759	10.9	19.1	0.000201621610289304	1.00015040606845
"8749"	"Clcn5"	59.51676009	-0.261086634	0.497987429	-0.524283584	0.600081313	0.961918759	41.1	110.4	0.000201604580720105	1.00015040023822
"8750"	"Col4a3bp"	273.0196633	-0.158311408	0.301851882	-0.524467191	0.599953634	0.961918759	213.7	506.8	0.000201604581868797	1.00015040023961
"8751"	"Ddhd2"	273.5190292	0.16209459	0.30923511	0.524179125	0.600153959	0.961918759	211.3	446.6	0.000201604581868797	1.00015040023961
"8752"	"Epn2"	3.752805795	1.071523086	2.043363571	0.524391793	0.600006064	0.961918759	20.3	9.3	0.955552931822844	0.0434044569777225
"8753"	"Gm44639"	34.17451775	0.467766168	0.891525722	0.524680507	0.599805311	0.961918759	31.8	47.9	0.000201604755598883	1.00015039998183
"8754"	"Gm45495"	5.001318121	1.448768148	2.762349315	0.524469567	0.599951982	0.961918759	5.9	8.2	0.000207712472411525	1.00015144209978
"8755"	"Nfyc"	65.2053836	0.380361982	0.725497496	0.524277457	0.600085574	0.961918759	43.8	104.5	0.00020160243791173	1.00015039814315
"8756"	"Sptlc1"	142.2426622	-0.183500183	0.349602685	-0.524882075	0.599665171	0.961918759	125.5	268.5	0.000201604581868797	1.00015040023961
"8757"	"5830448L01Rik"	5.298982068	0.98362087	1.877813237	0.523811874	0.600409394	0.962007526	9.2	6.7	0.955549664593342	0.04340296919302
"8758"	"Arhgap5"	77.68154448	0.368265557	0.703408554	0.523544325	0.600595514	0.962007526	79.9	122	0.000201604581891945	1.00015040023962
"8759"	"Cox6a2"	17.29810564	0.700810393	1.338498165	0.523579644	0.600570943	0.962007526	26.4	23.6	0.955518579755965	0.0434159813275041
"8760"	"Fmo5"	8.338490516	-0.924271083	1.764740108	-0.523743456	0.600456986	0.962007526	8.2	19.8	0.000201604751947138	1.00015040022017
"8761"	"Hras"	94.10239126	-0.315440489	0.602324307	-0.523705395	0.600483462	0.962007526	56.8	168.3	0.00020160426839988	1.00015039987581
"8762"	"Necap1"	66.2503281	0.262524748	0.501472063	0.523508221	0.600620632	0.962007526	54.9	101.1	0.000201604576211101	1.00015040023278
"8763"	"H2-Eb1"	864.2070632	0.338217727	0.646474919	0.523172234	0.600854402	0.962162332	1188	1179.5	0.000201614988188881	1.00015040770117
"8764"	"Slc7a6"	68.25620206	-0.249907437	0.477628459	-0.523225601	0.600817268	0.962162332	51.5	130.1	0.000201604581867798	1.0001504002396
"8765"	"B3galnt2"	65.4358233	0.301566533	0.577691787	0.522019768	0.601656567	0.962286113	60	102.7	0.000201604581904768	1.00015040023962
"8766"	"Ccs"	86.18699506	-0.218536458	0.418456917	-0.522243627	0.601500714	0.962286113	64.4	165.2	0.000201604581868631	1.00015040023961
"8767"	"Cited2"	209.73099	0.179441016	0.343514536	0.522368043	0.601414102	0.962286113	177.2	347.4	0.000201604581868797	1.00015040023961
"8768"	"Eif2ak1"	176.322425	-0.139378836	0.266644131	-0.522714808	0.601172732	0.962286113	135.4	323.6	0.000201604581868797	1.00015040023961
"8769"	"Elp4"	36.42476913	-0.44293705	0.848354483	-0.522113172	0.601591536	0.962286113	23.7	70.3	0.0002016044978011	1.00015040013937
"8770"	"Gm48671"	68.03295622	0.342494441	0.655696316	0.522336992	0.601435718	0.962286113	47	111.4	0.00020160286768256	1.00015039850706
"8771"	"Madd"	488.3273646	0.116308889	0.222766418	0.522111412	0.601592761	0.962286113	354.1	836.8	0.000201604581868797	1.00015040023961
"8772"	"Parp1"	182.2575063	0.159254924	0.304921822	0.522281166	0.601474581	0.962286113	161.5	304.4	0.000201604581868797	1.00015040023961
"8773"	"Prpf40b"	25.3846053	0.7037057	1.34678248	0.522508802	0.60131612	0.962286113	29.1	37	0.000201624425484936	1.00015041533306
"8774"	"Raly"	48.88587034	0.231958903	0.444384813	0.521977565	0.601685951	0.962286113	39	78.2	0.000201604475448369	1.00015040011285
"8775"	"Zfp934"	12.56346137	-0.716030474	1.369928872	-0.522677118	0.601198965	0.962286113	6.2	26.6	0.000201602728211736	1.00015039837206
"8776"	"Capza2"	784.6088044	-0.099146945	0.19027695	-0.521066503	0.602320445	0.962538086	627.4	1411.9	0.000201604581868797	1.00015040023961
"8777"	"Cd200r1"	92.95806769	-0.291529691	0.559492422	-0.521061018	0.602324266	0.962538086	67.1	182.1	0.000201604581868631	1.00015040023961
"8778"	"Dus4l"	5.436065725	0.786619932	1.507969575	0.521641779	0.601919769	0.962538086	9.1	6.8	0.955548826355617	0.0434025903575307
"8779"	"Fnta"	158.3594409	0.220901577	0.423966196	0.521035826	0.602341815	0.962538086	143.2	257.5	0.000201604581868797	1.00015040023961
"8780"	"Gm14963"	6.261999601	-1.245125091	2.388642349	-0.521268951	0.602179427	0.962538086	6.5	14.2	0.000201604301850844	1.00015039955599
"8781"	"Gm32899"	8.941625155	0.509816603	0.978297298	0.521126455	0.602278683	0.962538086	7.4	13.6	0.000201651668255254	1.00015042143595
"8782"	"Rnaseh1"	70.49031436	0.291985647	0.560449263	0.520984978	0.602377236	0.962538086	63.6	113.9	0.000201604581870407	1.00015040023961
"8783"	"Rrm2"	205.0234369	-0.186649545	0.358277579	-0.520963511	0.602392191	0.962538086	160.4	384.2	0.000201604581868797	1.00015040023961
"8784"	"Tafa3"	97.5466334	-0.265623243	0.510381595	-0.520440482	0.602756601	0.962901097	64.9	186.1	0.000201604581858805	1.00015040023959
"8785"	"Tmem191c"	51.58568285	-0.31216156	0.599692558	-0.520535991	0.60269005	0.962901097	39.6	93.9	0.000201604581733128	1.00015040023944
"8786"	"Borcs8"	89.43757376	-0.230567823	0.443167098	-0.520272882	0.602873394	0.962978058	71.5	167.7	0.000201604581868797	1.00015040023961
"8787"	"Wiz"	85.00856823	-0.259161321	0.49831782	-0.520072354	0.603013147	0.96309167	57.5	164.5	0.000201604581859804	1.00015040023959
"8788"	"Slc35b2"	112.3980109	-0.171718569	0.330482314	-0.519599874	0.603342486	0.963508016	97.7	208.2	0.000201604581868797	1.00015040023961
"8789"	"Gm5617"	27.82298229	-0.441255207	0.849601654	-0.519367171	0.60350472	0.96365744	12.2	56.6	0.00020160249698864	1.00015039819223
"8790"	"Erich1"	86.34950235	0.320727591	0.617901038	0.519059802	0.603719039	0.963769443	79.5	140.7	0.00020160458186913	1.00015040023961
"8791"	"Iigp1"	530.0718492	-0.131988561	0.254375642	-0.518872639	0.603849559	0.963769443	463.1	982.6	0.000201604581868797	1.00015040023961
"8792"	"Mapre2"	213.5198729	-0.12426367	0.239466316	-0.518919202	0.603817087	0.963769443	145.2	391.9	0.000201604581868797	1.00015040023961
"8793"	"Mob4"	202.0716366	0.182156993	0.350910449	0.519098231	0.603692242	0.963769443	176.9	342.7	0.000201604581868797	1.00015040023961
"8794"	"Flrt2"	3.096132066	1.506150621	2.903443585	0.518746301	0.603937669	0.96380046	5	2.7	0.955549930500642	0.0434030899469864
"8795"	"Sparcl1"	4.995562536	-0.903569977	1.742289788	-0.518610614	0.604032306	0.963841885	12.6	9.6	0.000202378507733358	1.00015050676732
"8796"	"2810013P06Rik"	174.0647583	0.171615547	0.331168755	0.518211773	0.604310522	0.963883396	135	282.4	0.000201604581868797	1.00015040023961
"8797"	"Clptm1"	174.508939	-0.174513217	0.336742391	-0.518239524	0.604291161	0.963883396	133.6	318.2	0.000201604581868797	1.00015040023961
"8798"	"Gins1"	25.86383764	-0.418369273	0.807843348	-0.517884159	0.604539095	0.963883396	25.3	55	0.000201604583370041	1.00015040024042
"8799"	"Gm37510"	33.56628264	-0.526986809	1.017273687	-0.518038376	0.604431494	0.963883396	23.3	68.2	0.000201604570943703	1.00015040022646
"8800"	"Gm43167"	38.88316838	0.58106184	1.120925794	0.518376723	0.604195452	0.963883396	28.4	54.5	0.00020160242153322	1.0001503981168
"8801"	"Lmntd2"	17.82500211	0.711094743	1.372418377	0.51813263	0.604365735	0.963883396	9.5	21.7	0.000201607542895388	1.00015040002358
"8802"	"Ovgp1"	7.428881791	-0.739559565	1.427984743	-0.517904389	0.60452498	0.963883396	5.7	17.6	0.000201604346703854	1.00015039965553
"8803"	"Brd9"	336.3243722	0.114411284	0.221090475	0.517486261	0.604816757	0.963909291	261.3	584.6	0.000201604581868797	1.00015040023961
"8804"	"Pbrm1"	1016.861301	0.102493188	0.198029071	0.517566376	0.604760847	0.963909291	792.8	1731.2	0.000201604581868797	1.00015040023961
